Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual,Car_Age,Price_Per_Year
Mercedes-Benz E-Class E400 Cabriolet,Kolkata,2015,7501,First,10.0,2996.0,333.0,4.0,48.0,False,False,True,True,False,11,4.36
Honda Amaze S i-Dtech,Delhi,2015,58000,First,25.8,1498.0,98.6,5.0,4.45,True,False,False,False,True,11,0.4
Mercedes-Benz GLE 350d,Coimbatore,2018,29277,First,11.57,2987.0,254.79,5.0,59.65,True,False,False,True,False,8,7.46
Maruti Ritz VDi,Kochi,2015,57034,First,23.2,1248.0,73.94,5.0,4.38,True,False,False,False,True,11,0.4
Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,First,28.09,1248.0,88.5,5.0,7.9,True,False,False,False,True,10,0.79
Hyundai Santro Xing GL,Bangalore,2008,35268,Second,0.0,1086.0,62.0,5.0,1.88,False,False,True,False,True,18,0.1
BMW 5 Series 520d Sedan,Mumbai,2008,81000,Second,18.48,1497.0,98.6,5.0,10.5,True,False,False,True,False,18,0.58
Maruti Baleno Delta CVT,Coimbatore,2018,34630,First,21.4,1197.0,83.1,5.0,7.29,False,False,True,True,False,8,0.91
Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,First,23.5,1498.0,88.7,5.0,6.0,True,False,False,False,True,14,0.43
Mahindra XUV500 W8 2WD,Chennai,2011,126000,Third,16.0,2179.0,140.0,7.0,6.7,True,False,False,False,True,15,0.45
Maruti Alto LXi,Jaipur,2009,63000,First,19.7,796.0,46.3,5.0,1.5,False,False,True,False,True,17,0.09
Mini Cooper 3 DOOR D,Kochi,2016,32298,First,20.7,1496.0,113.98,4.0,23.8,True,False,False,True,False,10,2.38
Mahindra XUV500 W8 4WD,Kochi,2014,63288,First,15.1,2179.0,140.0,7.0,7.77,True,False,False,False,True,12,0.65
Hyundai Santro Xing GLS,Coimbatore,2012,43337,First,17.92,1086.0,62.1,5.0,3.32,False,False,True,False,True,14,0.24
Maruti Swift VDI,Kochi,2015,46561,First,22.9,1248.0,74.0,5.0,4.94,True,False,False,False,True,11,0.45
Mercedes-Benz A Class A180 CDI,Delhi,2013,34000,Second,20.0,2143.0,107.3,5.0,11.0,True,False,False,True,False,13,0.85
Renault KWID RXT,Hyderabad,2016,48000,First,25.17,799.0,53.3,5.0,3.4,False,False,True,False,True,10,0.34
Maruti Swift VDI,Kochi,2013,56263,First,22.9,1248.0,74.0,5.0,4.17,True,False,False,False,True,13,0.32
Maruti Zen LXI,Hyderabad,2005,84060,Second,17.3,993.0,60.0,5.0,1.25,False,False,True,False,True,21,0.06
Hyundai Grand i10 Magna AT,Mumbai,2016,9000,First,18.9,1197.0,82.0,5.0,5.45,False,False,True,True,False,10,0.55
Tata Manza Aura Quadrajet BS IV,Jaipur,2012,79000,First,21.12,1248.0,88.8,5.0,2.59,True,False,False,False,True,14,0.18
Mahindra XUV500 W10 AWD,Pune,2015,87900,First,16.0,2179.0,140.0,7.0,12.01,True,False,False,False,True,11,1.09
Maruti Swift Dzire 1.2 Vxi BSIV,Delhi,2010,72425,Second,17.5,1197.0,85.8,5.0,2.45,False,False,True,False,True,16,0.15
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,38000,First,15.73,1968.0,174.33,5.0,29.0,True,False,False,True,False,11,2.64
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Hyderabad,2010,107000,First,14.84,2143.0,170.0,5.0,11.99,True,False,False,True,False,16,0.75
Honda City i VTEC CVT VX,Delhi,2015,51000,First,18.0,1497.0,117.3,5.0,7.9,False,False,True,True,False,11,0.72
Toyota Innova 2.5 GX 7 STR,Pune,2010,140000,Third,12.8,2494.0,102.0,7.0,6.25,True,False,False,False,True,16,0.39
Chevrolet Beat LT,Pune,2011,48000,Second,18.6,1199.0,79.4,5.0,1.8,False,False,True,False,True,15,0.12
Honda Jazz 1.2 S i VTEC,Mumbai,2015,31000,First,18.7,1199.0,88.7,5.0,4.9,False,False,True,False,True,11,0.45
Nissan Micra XL Primo,Jaipur,2010,75055,First,18.06,1198.0,75.0,5.0,2.25,False,False,True,False,True,16,0.14
Maruti Ciaz AT ZXi,Coimbatore,2017,51210,First,19.12,1373.0,91.1,5.0,8.89,False,False,True,True,False,9,0.99
Toyota Fortuner 4x2 AT,Mumbai,2012,87000,First,12.55,2982.0,168.5,7.0,15.0,True,False,False,True,False,14,1.07
Ford Aspire Ambiente Diesel,Kolkata,2018,17000,First,26.1,1498.0,99.0,5.0,5.65,True,False,False,False,True,8,0.71
Maruti Ertiga ZDI,Jaipur,2014,57000,First,20.77,1248.0,88.8,7.0,7.0,True,False,False,False,True,12,0.58
Maruti Alto 800 LXI,Hyderabad,2016,9370,First,22.74,796.0,47.3,5.0,2.95,False,False,True,False,True,10,0.3
Honda Brio V MT,Chennai,2013,53226,First,19.4,1198.0,86.8,5.0,3.3,False,False,True,False,True,13,0.25
Hyundai Verna Transform CRDi VGT SX ABS,Hyderabad,2010,120000,Second,16.2,1493.0,110.0,5.0,3.5,True,False,False,False,True,16,0.22
Honda City 1.5 GXI,Jaipur,2007,75055,First,12.8,1493.0,100.0,5.0,2.3,False,False,True,False,True,19,0.12
Hyundai Creta 1.6 CRDi SX,Coimbatore,2017,37247,First,19.67,1582.0,126.2,5.0,13.69,True,False,False,False,True,9,1.52
Toyota Etios Liva GD,Delhi,2013,64000,First,23.59,1364.0,67.06,5.0,3.1,True,False,False,False,True,13,0.24
Hyundai Sonata Transform 2.4 GDi MT,Mumbai,2014,12000,First,13.44,2359.0,198.25,5.0,12.75,False,False,True,False,True,12,1.06
Hyundai Creta 1.6 CRDi SX Option,Pune,2017,40158,First,19.67,1582.0,126.2,5.0,13.75,True,False,False,False,True,9,1.53
Honda Jazz 1.2 SV i VTEC,Chennai,2017,11000,First,18.7,1199.0,88.7,5.0,6.75,False,False,True,False,True,9,0.75
Volkswagen Vento Diesel Comfortline,Chennai,2014,70010,First,20.54,1598.0,103.6,5.0,5.25,True,False,False,False,True,12,0.44
Mahindra XUV500 W6 2WD,Mumbai,2015,82000,First,16.0,2179.0,140.0,7.0,8.75,True,False,False,False,True,11,0.8
Mahindra TUV 300 2015-2019 T8,Kochi,2017,57259,First,18.49,1493.0,100.0,7.0,8.87,True,False,False,False,True,9,0.99
Honda Accord 2001-2003 2.3 VTi L AT,Bangalore,2010,84000,Second,11.1,2354.0,142.0,5.0,6.5,False,False,True,True,False,16,0.41
Maruti Ertiga VDI,Pune,2012,168000,First,20.77,1248.0,88.76,7.0,4.5,True,False,False,False,True,14,0.32
Mahindra Ssangyong Rexton RX5,Hyderabad,2012,73670,First,12.83,2696.0,162.0,7.0,12.5,True,False,False,False,True,14,0.89
Toyota Fortuner 4x2 AT,Delhi,2014,89540,First,12.55,2982.0,168.5,7.0,16.8,True,False,False,True,False,12,1.4
Maruti Ertiga ZDI,Hyderabad,2016,85423,First,20.77,1248.0,88.8,7.0,8.75,True,False,False,False,True,10,0.88
Hyundai Elantra CRDi SX AT,Pune,2013,48823,First,19.5,1582.0,126.24,5.0,8.5,True,False,False,True,False,13,0.65
Hyundai i10 Magna 1.2,Kolkata,2011,35082,First,20.36,1197.0,78.9,5.0,2.21,False,False,True,False,True,15,0.15
Maruti Omni MPI STD BSIV,Jaipur,2012,126000,First,16.8,796.0,34.2,5.0,1.6,False,False,True,False,True,14,0.11
Honda Amaze VX AT i-Vtech,Delhi,2016,19000,First,15.5,1198.0,86.7,5.0,6.25,False,False,True,True,False,10,0.62
Honda Civic 2006-2010 1.8 V AT,Mumbai,2007,69000,Second,12.9,1799.0,130.0,5.0,2.25,False,False,True,True,False,19,0.12
Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,29836,First,17.9,2143.0,136.0,5.0,25.75,True,False,False,True,False,7,3.68
Skoda Superb 1.8 TFSI MT,Ahmedabad,2010,48002,Second,13.14,1798.0,157.8,5.0,6.75,False,False,True,False,True,16,0.42
Maruti Ciaz ZDi Plus SHVS,Ahmedabad,2015,52324,First,28.09,1248.0,88.5,5.0,6.25,True,False,False,False,True,11,0.57
Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2013,65000,First,22.7,1498.0,89.84,5.0,5.1,True,False,False,False,True,13,0.39
Mercedes-Benz M-Class ML 320 CDI,Mumbai,2009,66000,Second,8.7,2987.0,224.34,5.0,10.75,True,False,False,True,False,17,0.63
Hyundai Grand i10 CRDi Sportz,Hyderabad,2016,75700,First,24.0,1120.0,70.0,5.0,5.7,True,False,False,False,True,10,0.57
Volkswagen Vento Diesel Breeze,Bangalore,2013,43000,First,20.5,1598.0,105.0,5.0,5.95,True,False,False,False,True,13,0.46
Chevrolet Beat Diesel LT,Kochi,2012,42706,First,25.44,936.0,56.3,5.0,2.4,True,False,False,False,True,14,0.17
Mahindra Quanto C6,Mumbai,2013,35000,First,17.21,1493.0,100.0,7.0,3.49,True,False,False,False,True,13,0.27
Hyundai i10 Asta 1.2 AT with Sunroof,Hyderabad,2011,54348,First,19.2,1197.0,80.0,5.0,4.0,False,False,True,True,False,15,0.27
Toyota Etios Liva 1.4 GD,Delhi,2013,84000,First,23.59,1364.0,67.04,5.0,3.85,True,False,False,False,True,13,0.3
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,2010,63298,First,14.53,1794.0,138.1,5.0,3.95,False,False,True,True,False,16,0.25
Hyundai i10 Magna 1.2,Jaipur,2013,75049,Second,20.36,1197.0,78.9,5.0,3.0,False,False,True,False,True,13,0.23
Ford Figo Aspire 1.2 Ti-VCT Titanium,Kochi,2018,24237,First,18.16,1196.0,86.8,5.0,6.7,False,False,True,False,True,8,0.84
Maruti Ritz ZXi,Coimbatore,2016,22767,First,18.5,1197.0,85.8,5.0,6.14,False,False,True,False,True,10,0.61
Hyundai i20 Sportz AT 1.4,Bangalore,2012,58000,Second,15.0,1396.0,98.6,5.0,4.4,False,False,True,True,False,14,0.31
Maruti Swift Dzire LDI,Pune,2017,57000,First,26.59,1248.0,74.0,5.0,4.25,True,False,False,False,True,9,0.47
BMW 7 Series 2007-2012 750Li,Kochi,2010,50161,First,8.77,4395.0,402.0,5.0,25.93,False,False,True,True,False,16,1.62
Maruti S Cross DDiS 320 Alpha,Kolkata,2016,45000,First,22.7,1598.0,118.0,5.0,7.0,True,False,False,False,True,10,0.7
Toyota Fortuner 4x4 AT,Coimbatore,2017,68319,First,12.55,2982.0,168.5,7.0,25.12,True,False,False,True,False,9,2.79
Hyundai EON 1.0 Magna Plus Option O,Kochi,2017,30711,First,20.3,998.0,68.05,5.0,4.45,False,False,True,False,True,9,0.49
Hyundai i20 1.4 CRDi Magna,Kolkata,2011,38277,First,21.9,1396.0,90.0,5.0,2.4,True,False,False,False,True,15,0.16
Volkswagen Vento Diesel Highline,Pune,2012,115000,Second,20.54,1598.0,103.6,5.0,4.33,True,False,False,False,True,14,0.31
Maruti Swift Dzire VXi AT,Coimbatore,2017,46849,First,18.5,1197.0,83.14,5.0,6.93,False,False,True,True,False,9,0.77
Hyundai i20 Magna 1.4 CRDi,Ahmedabad,2014,64000,First,21.9,1396.0,90.0,5.0,4.25,True,False,False,False,True,12,0.35
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2010,130923,First,14.21,2143.0,203.0,5.0,12.5,True,False,False,True,False,16,0.78
Hyundai Grand i10 Sportz,Chennai,2015,15000,First,18.9,1197.0,82.0,5.0,4.9,False,False,True,False,True,11,0.45
Hyundai i20 1.4 CRDi Sportz,Mumbai,2014,32720,First,23.0,1396.0,90.0,5.0,4.5,True,False,False,False,True,12,0.38
Renault KWID RXT,Jaipur,2016,12500,First,25.17,799.0,53.3,5.0,3.0,False,False,True,False,True,10,0.3
Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,2015,59800,First,16.9,1197.0,82.0,5.0,5.8,False,False,True,True,False,11,0.53
Volkswagen Vento Petrol Highline,Pune,2011,54211,First,15.04,1598.0,103.6,5.0,3.33,False,False,True,False,True,15,0.22
Chevrolet Cruze LTZ AT,Kochi,2015,62242,First,14.39,1998.0,163.7,5.0,6.62,True,False,False,True,False,11,0.6
Nissan Terrano XL 110 PS,Mumbai,2015,54000,Second,19.01,1461.0,108.5,5.0,5.75,True,False,False,False,True,11,0.52
Hyundai Verna 1.6 SX,Hyderabad,2012,65000,First,22.32,1582.0,126.32,5.0,6.2,True,False,False,False,True,14,0.44
Maruti Celerio VXI AMT,Chennai,2015,55000,First,23.1,998.0,67.04,5.0,3.5,False,False,True,True,False,11,0.32
Maruti Wagon R LXI,Pune,2010,71000,First,18.9,998.0,67.1,5.0,2.0,False,False,True,False,True,16,0.12
Hyundai i20 Magna Optional 1.4 CRDi,Chennai,2012,70000,First,21.9,1396.0,88.8,5.0,4.0,True,False,False,False,True,14,0.29
Audi A4 1.8 TFSI,Mumbai,2011,53000,First,12.3,1781.0,163.2,5.0,9.5,False,False,True,True,False,15,0.63
BMW X1 sDrive20d,Mumbai,2013,43000,First,17.05,1995.0,184.0,5.0,17.5,True,False,False,True,False,13,1.35
Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,2015,54000,First,14.3,1598.0,103.52,5.0,6.11,False,False,True,True,False,11,0.56
Hyundai i10 Magna,Ahmedabad,2014,51000,First,20.36,1197.0,78.9,5.0,3.75,False,False,True,False,True,12,0.31
Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,2007,78000,Second,10.5,2835.0,107.2,6.0,6.2,True,False,False,False,True,19,0.33
Honda City i DTEC SV,Mumbai,2014,25000,First,26.0,1498.0,98.6,5.0,6.15,True,False,False,False,True,12,0.51
Maruti Alto K10 2010-2014 VXI,Pune,2012,12600,First,20.92,998.0,67.1,5.0,2.4,False,False,True,False,True,14,0.17
Maruti Swift Ldi BSIII,Pune,2009,80000,Fourth & Above,17.8,1248.0,75.0,5.0,2.15,True,False,False,False,True,17,0.13
Hyundai Grand i10 Magna,Kolkata,2016,21000,First,18.9,1197.0,82.0,5.0,3.75,False,False,True,False,True,10,0.38
Ford Figo Petrol ZXI,Mumbai,2011,32000,Second,15.6,1196.0,70.0,5.0,2.15,False,False,True,False,True,15,0.14
Hyundai Grand i10 SportZ Edition,Bangalore,2015,50000,First,18.9,1197.0,81.86,5.0,4.75,False,False,True,False,True,11,0.43
Maruti SX4 Vxi BSIV,Mumbai,2010,47500,First,15.5,1586.0,103.3,5.0,2.45,False,False,True,False,True,16,0.15
Honda City i-VTEC VX,Mumbai,2017,7500,First,17.4,1497.0,117.3,5.0,11.15,False,False,True,False,True,9,1.24
Renault Duster 110PS Diesel RxZ AMT,Jaipur,2016,68163,First,19.6,1461.0,108.45,5.0,8.9,True,False,False,True,False,10,0.89
Honda Amaze S i-Dtech,Ahmedabad,2014,61000,First,25.8,1498.0,98.6,5.0,4.35,True,False,False,False,True,12,0.36
Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,2015,100000,Second,12.99,2494.0,100.6,7.0,12.0,True,False,False,False,True,11,1.09
BMW 3 Series 320d Highline,Mumbai,2009,61500,Second,16.07,1995.0,181.0,5.0,8.5,True,False,False,True,False,17,0.5
Hyundai i10 Magna 1.1 iTech SE,Kochi,2017,42883,First,19.81,1086.0,68.05,5.0,4.27,False,False,True,False,True,9,0.47
Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,2012,97000,Second,20.45,1461.0,83.8,5.0,4.25,True,False,False,False,True,14,0.3
Mitsubishi Outlander 2.4,Bangalore,2010,39525,First,11.3,2360.0,170.0,5.0,9.25,False,False,True,True,False,16,0.58
Maruti Vitara Brezza LDi,Kochi,2017,35384,First,24.3,1248.0,88.5,5.0,8.61,True,False,False,False,True,9,0.96
Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,2010,46000,First,11.8,2987.0,261.0,7.0,28.0,True,False,False,True,False,16,1.75
Ford EcoSport 1.5 Diesel Titanium,Coimbatore,2018,32189,First,23.0,1498.0,98.96,5.0,9.25,True,False,False,False,True,8,1.16
Hyundai Verna 1.6 CRDI AT SX Option,Chennai,2016,27000,First,19.08,1582.0,126.2,5.0,8.6,True,False,False,True,False,10,0.86
Volkswagen Polo 1.2 MPI Highline,Coimbatore,2018,22734,First,16.47,1198.0,74.0,5.0,7.53,False,False,True,False,True,8,0.94
Renault Duster 110PS Diesel RxL,Mumbai,2014,58002,First,19.64,1461.0,108.45,5.0,5.75,True,False,False,False,True,12,0.48
Honda Brio S Option AT,Chennai,2012,31500,First,16.5,1198.0,86.8,5.0,4.15,False,False,True,True,False,14,0.3
Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,2017,30933,First,18.16,1196.0,86.8,5.0,5.84,False,False,True,False,True,9,0.65
Audi A6 2.0 TDI Design Edition,Kolkata,2012,27090,First,18.53,1968.0,187.74,5.0,16.5,True,False,False,True,False,14,1.18
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2015,29500,First,15.97,2993.0,258.0,7.0,43.0,True,False,False,True,False,11,3.91
Hyundai i10 Sportz Option,Pune,2013,45000,First,20.36,1197.0,78.9,5.0,3.55,False,False,True,False,True,13,0.27
Hyundai i20 1.2 Asta Option,Hyderabad,2018,11691,First,18.6,1197.0,81.83,5.0,8.9,False,False,True,False,True,8,1.11
Skoda Octavia L and K 1.9 TDI MT,Hyderabad,2006,121000,Second,16.4,1896.0,90.0,5.0,2.5,True,False,False,False,True,20,0.12
Hyundai Verna Transform SX VGT CRDi,Hyderabad,2010,118077,First,16.2,1493.0,110.0,5.0,3.85,True,False,False,False,True,16,0.24
Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,2012,36300,Third,17.1,1591.0,121.4,5.0,7.5,False,False,True,True,False,14,0.54
Hyundai Getz GVS,Mumbai,2005,90000,Second,15.3,1341.0,61.0,5.0,1.8,False,False,True,False,True,21,0.09
Ford Figo Diesel EXI,Chennai,2010,78000,First,20.0,1399.0,68.0,5.0,2.25,True,False,False,False,True,16,0.14
Audi A6 2011-2015 35 TDI Technology,Mumbai,2015,42000,First,17.68,1968.0,174.33,5.0,24.25,True,False,False,True,False,11,2.2
Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,27000,First,16.47,1198.0,74.0,5.0,4.35,False,False,True,False,True,11,0.4
BMW X1 sDrive20d,Kolkata,2012,22000,First,17.05,1995.0,184.0,5.0,11.5,True,False,False,True,False,14,0.82
Honda City i VTEC SV,Kolkata,2014,49000,First,17.4,1497.0,117.3,5.0,4.75,False,False,True,False,True,12,0.4
Hyundai i20 Sportz Option Diesel,Hyderabad,2012,42600,First,23.0,1396.0,90.0,5.0,4.99,True,False,False,False,True,14,0.36
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,12794,First,19.0,1199.0,88.7,5.0,9.15,False,False,True,True,False,8,1.14
Maruti Swift 1.3 VXi,Jaipur,2006,125000,Fourth & Above,16.1,1497.0,98.6,5.0,2.35,False,False,True,False,True,20,0.12
Honda CR-V 2.4 AT,Hyderabad,2014,88046,First,10.1,2354.0,152.0,5.0,13.99,False,False,True,True,False,12,1.17
Mercedes-Benz A Class A180 CDI,Bangalore,2014,8000,Second,20.0,2143.0,107.3,5.0,19.75,True,False,False,True,False,12,1.65
Mahindra XUV500 AT W10 AWD,Coimbatore,2018,82739,First,16.0,2179.0,140.0,7.0,16.77,True,False,False,True,False,8,2.1
Mahindra Bolero SLX 2WD,Bangalore,2006,193000,Third,13.6,2523.0,63.0,7.0,2.5,True,False,False,False,True,20,0.12
Renault Scala RxL AT,Mumbai,2013,7000,First,17.97,1498.0,99.6,5.0,3.65,False,False,True,True,False,13,0.28
Land Rover Freelander 2 HSE SD4,Ahmedabad,2012,60000,Second,12.35,2179.0,187.74,5.0,23.5,True,False,False,True,False,14,1.68
Maruti Alto 800 VXI,Pune,2017,38000,First,22.74,796.0,47.3,5.0,3.11,False,False,True,False,True,9,0.35
Toyota Etios G,Kochi,2013,56344,First,17.6,1496.0,88.73,5.0,4.57,False,False,True,False,True,13,0.35
Hyundai i20 Sportz Option,Mumbai,2014,17858,First,17.0,1197.0,80.0,5.0,5.32,False,False,True,False,True,12,0.44
Hyundai i10 Sportz,Hyderabad,2012,53000,First,20.36,1197.0,78.9,5.0,3.2,False,False,True,False,True,14,0.23
Maruti Swift VDI BSIV,Kochi,2016,67906,First,25.2,1248.0,74.0,5.0,5.63,True,False,False,False,True,10,0.56
Hyundai EON Magna Plus,Hyderabad,2015,19000,First,21.1,814.0,55.2,5.0,3.0,False,False,True,False,True,11,0.27
BMW 3 Series 320d,Mumbai,2010,67000,Second,22.69,1995.0,190.0,5.0,9.25,True,False,False,True,False,16,0.58
Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,23.57,1396.0,70.0,5.0,1.2,True,False,False,False,True,15,0.08
Maruti Alto 800 LXI,Delhi,2015,61000,First,22.74,796.0,47.3,5.0,2.15,False,False,True,False,True,11,0.2
Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,22.07,1199.0,73.9,5.0,3.05,True,False,False,False,True,16,0.19
Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,14.28,1798.0,138.03,5.0,11.5,False,False,True,True,False,12,0.96
Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,17.92,1086.0,62.1,5.0,2.3,False,False,True,False,True,18,0.13
Maruti Swift ZXI,Kolkata,2016,34000,First,20.4,1197.0,81.8,5.0,4.95,False,False,True,False,True,10,0.5
Renault Scala Diesel RxL,Hyderabad,2013,130000,First,21.64,1461.0,84.8,5.0,4.75,True,False,False,False,True,13,0.37
Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,24.3,1248.0,88.5,5.0,10.15,True,False,False,False,True,8,1.27
Nissan Micra XV,Kolkata,2011,44000,First,18.06,1198.0,75.0,5.0,2.65,False,False,True,False,True,15,0.18
Ford Figo Diesel EXI,Hyderabad,2015,84000,First,20.0,1399.0,68.05,5.0,3.8,True,False,False,False,True,11,0.35
Honda CR-V 2.0 AT,Kochi,2017,41697,First,13.1,1997.0,141.1,5.0,16.68,False,False,True,True,False,9,1.85
Nissan Terrano XV 110 PS,Pune,2014,163000,First,19.01,1461.0,108.5,5.0,5.0,True,False,False,False,True,12,0.42
Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,17.71,1197.0,78.9,5.0,3.75,False,False,True,False,True,15,0.25
Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Third,21.27,1396.0,88.76,5.0,4.11,True,False,False,False,True,13,0.32
Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Second,18.16,1196.0,86.8,5.0,4.25,False,False,True,False,True,11,0.39
Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,First,10.5,2835.0,107.2,6.0,3.45,True,False,False,False,True,22,0.16
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,First,17.11,1968.0,174.33,5.0,22.5,True,False,False,True,False,12,1.88
Toyota Innova 2.0 E,Delhi,2006,150000,First,12.4,1998.0,132.0,8.0,4.5,False,False,True,False,True,20,0.22
Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,First,15.26,1150.0,74.9,5.0,0.9,False,False,True,False,True,19,0.05
Hyundai Getz GLS,Hyderabad,2006,63181,First,15.3,1341.0,83.0,5.0,1.85,False,False,True,False,True,20,0.09
Honda Amaze S i-Dtech,Kolkata,2013,39575,First,25.8,1498.0,98.6,5.0,3.25,True,False,False,False,True,13,0.25
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,First,22.7,1498.0,89.84,5.0,7.34,True,False,False,False,True,12,0.61
Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,First,20.14,1498.0,88.5,5.0,4.25,True,False,False,False,True,11,0.39
Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,First,18.6,1197.0,81.86,5.0,6.45,False,False,True,False,True,10,0.64
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Second,12.8,2494.0,102.0,8.0,10.75,True,False,False,False,True,15,0.72
Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,First,15.26,2143.0,203.2,5.0,27.75,True,False,False,True,False,11,2.52
Maruti Wagon R LX BSIII,Jaipur,2005,115000,Second,17.3,1061.0,64.0,5.0,0.99,False,False,True,False,True,21,0.05
Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,First,12.62,2198.0,158.0,7.0,24.0,True,False,False,True,False,10,2.4
Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,First,18.6,1197.0,81.86,5.0,6.1,False,False,True,False,True,10,0.61
Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,17.5,1199.0,88.7,5.0,8.25,False,False,True,False,True,9,0.92
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,First,16.47,1198.0,73.9,5.0,4.65,False,False,True,False,True,13,0.36
Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,First,13.7,1997.0,153.86,5.0,9.75,False,False,True,False,True,12,0.81
Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,18.9,1197.0,81.86,5.0,4.4,False,False,True,False,True,12,0.37
Maruti Swift Dzire VXI,Kolkata,2014,33000,First,19.1,1197.0,85.8,5.0,3.99,False,False,True,False,True,12,0.33
BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,16.2,2993.0,258.0,5.0,45.73,True,False,False,True,False,10,4.57
Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,First,22.7,1498.0,89.84,5.0,5.27,True,False,False,False,True,12,0.44
Honda City i DTec V,Ahmedabad,2016,67000,First,26.0,1498.0,98.6,5.0,7.25,True,False,False,False,True,10,0.72
Tata Indigo LS,Chennai,2008,99000,Second,17.0,1405.0,70.0,5.0,1.6,True,False,False,False,True,18,0.09
Renault Duster 110PS Diesel RxL,Pune,2014,142000,Second,19.01,1461.0,108.45,5.0,6.0,True,False,False,False,True,12,0.5
Hyundai i10 Sportz,Chennai,2010,26966,First,20.36,1197.0,78.9,5.0,3.0,False,False,True,False,True,16,0.19
Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,First,18.7,1199.0,88.7,5.0,4.95,False,False,True,False,True,11,0.45
Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,First,23.65,1248.0,88.5,5.0,8.99,True,False,False,False,True,10,0.9
